experiment,query,rank,score,chunk_doc,chunk_text_snippet
simple_256_ov16,26. What contact details are provided for data grievance (email/phone/address)?,1,0.5555605888366699,Indian Oil Priivacy policy.pdf,"indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initiated by the Data Subject or any Third Party against IOCL in this regard. 18. CHANGES TO THIS PRIVACY POLICY The Policy is subject to modification s from time to time. If IOCL decide s to "
simple_256_ov16,26. What contact details are provided for data grievance (email/phone/address)?,2,0.47548237442970276,Indian Oil Priivacy policy.pdf,"to Data Subject . 15. WHO HANDLES AND RETAINS DATA SUBJECT ’S INFORMATION Details about the primary entity which handles and retains the Information is provided below: Indian Oil Corporation Limited having its registered office at: IndianOil Bhavan G-9, Ali Yavar Jung Marg Bandra [East] Mumbai – 400"
simple_256_ov16,26. What contact details are provided for data grievance (email/phone/address)?,3,0.37545105814933777,Indian Oil Priivacy policy.pdf,"prevented from complying with its legal , accounting, business or reporting obligation s if the Data Subject fails to provide certain Information when requested by IOCL . IOCL shall not be held liable in any manner whatsoever if IOCL is unable to perform its services or if there is a deficiency in I"
simple_256_ov16,27. How will IOCL notify users if it changes the Privacy Policy?,1,0.5665203928947449,Indian Oil Priivacy policy.pdf,"indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initiated by the Data Subject or any Third Party against IOCL in this regard. 18. CHANGES TO THIS PRIVACY POLICY The Policy is subject to modification s from time to time. If IOCL decide s to "
simple_256_ov16,27. How will IOCL notify users if it changes the Privacy Policy?,2,0.5617398023605347,Indian Oil Priivacy policy.pdf,". Third -Party: Any individual or entity over which IOCL does not have any control or ownership, and which operates independently on its own is hereinafter referred to as a ""Third Party"". 3. GOVERNING LAW IOCL is an organisation based and existing in India and is thus bound by the laws of the Republ"
simple_256_ov16,27. How will IOCL notify users if it changes the Privacy Policy?,3,0.5274754762649536,Indian Oil Priivacy policy.pdf,Agents and a Third Party which collects such Information and transfers it to IOCL for a business requirement ; (c) when Data Subject downloads IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data S
simple_256_ov16,28. What are the stated objectives of the Privacy Policy?,1,0.46037057042121887,Indian Oil Priivacy policy.pdf,". Third -Party: Any individual or entity over which IOCL does not have any control or ownership, and which operates independently on its own is hereinafter referred to as a ""Third Party"". 3. GOVERNING LAW IOCL is an organisation based and existing in India and is thus bound by the laws of the Republ"
simple_256_ov16,28. What are the stated objectives of the Privacy Policy?,2,0.450740784406662,Indian Oil Priivacy policy.pdf,"Indian Oil Corporation Limited DATA PRIVACY POLICY Indian Oil Corporation Limited DATA PRIVACY POLICY 1. INTRODUCTION Indian Oil Corporation Limited is a company incorporated under the laws of India, having its registered office at IndianOil Bhavan, G -9, Ali Yavar Jung Marg, Bandra [East], Mumbai –"
simple_256_ov16,28. What are the stated objectives of the Privacy Policy?,3,0.44050082564353943,Indian Oil Priivacy policy.pdf,Agents and a Third Party which collects such Information and transfers it to IOCL for a business requirement ; (c) when Data Subject downloads IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data S
simple_256_ov16,29. How does IOCL handle data when providing mobile apps or website accounts?,1,0.7189854383468628,Indian Oil Priivacy policy.pdf,Agents and a Third Party which collects such Information and transfers it to IOCL for a business requirement ; (c) when Data Subject downloads IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data S
simple_256_ov16,29. How does IOCL handle data when providing mobile apps or website accounts?,2,0.609214723110199,Indian Oil Priivacy policy.pdf,"with a legal , accounting, business or reporting obligation , including compliance with requests from the Government of India or any Governmental Agency ; (c) To send marketing as well as non-marketing commercial communications to the Data Subject ; (d) To send the Data Subject notifications that th"
simple_256_ov16,29. How does IOCL handle data when providing mobile apps or website accounts?,3,0.5406403541564941,Indian Oil Priivacy policy.pdf,"prevented from complying with its legal , accounting, business or reporting obligation s if the Data Subject fails to provide certain Information when requested by IOCL . IOCL shall not be held liable in any manner whatsoever if IOCL is unable to perform its services or if there is a deficiency in I"
simple_256_ov16,"30. How does IOCL handle data collected by its Agents (dealers, distributors, contractors)?",1,0.6456417441368103,Indian Oil Priivacy policy.pdf,"with a legal , accounting, business or reporting obligation , including compliance with requests from the Government of India or any Governmental Agency ; (c) To send marketing as well as non-marketing commercial communications to the Data Subject ; (d) To send the Data Subject notifications that th"
simple_256_ov16,"30. How does IOCL handle data collected by its Agents (dealers, distributors, contractors)?",2,0.6370709538459778,Indian Oil Priivacy policy.pdf,Agents and a Third Party which collects such Information and transfers it to IOCL for a business requirement ; (c) when Data Subject downloads IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data S
simple_256_ov16,"30. How does IOCL handle data collected by its Agents (dealers, distributors, contractors)?",3,0.5934438109397888,Indian Oil Priivacy policy.pdf,". Third -Party: Any individual or entity over which IOCL does not have any control or ownership, and which operates independently on its own is hereinafter referred to as a ""Third Party"". 3. GOVERNING LAW IOCL is an organisation based and existing in India and is thus bound by the laws of the Republ"
simple_512_ov8,1. What is the purpose of IOCL's Data Privacy Policy?,1,0.7331616878509521,Indian Oil Priivacy policy.pdf,"is a deficiency in IOCL’s services to the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initia"
simple_512_ov8,1. What is the purpose of IOCL's Data Privacy Policy?,2,0.7227475643157959,Indian Oil Priivacy policy.pdf,"IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of IOCL, directly elects to share their Information with IOCL. 7. WHY IOCL COLLECT S DATA SUBJECT ’S INFO"
simple_512_ov8,1. What is the purpose of IOCL's Data Privacy Policy?,3,0.7158284783363342,Indian Oil Priivacy policy.pdf,requesting access to Data Subject ’s Information for reviewing or requesting amendment to certain information that Data Subject considers to be incorrect or wrong. IOCL shall process such requests from Data Subject in accordance with applicable law. IOCL shall not be responsible for the authenticity
simple_512_ov8,2. To whom does this Privacy Policy apply?,1,0.4900074899196625,Indian Oil Priivacy policy.pdf,requesting access to Data Subject ’s Information for reviewing or requesting amendment to certain information that Data Subject considers to be incorrect or wrong. IOCL shall process such requests from Data Subject in accordance with applicable law. IOCL shall not be responsible for the authenticity
simple_512_ov8,2. To whom does this Privacy Policy apply?,2,0.4805868864059448,Indian Oil Priivacy policy.pdf,"Indian Oil Corporation Limited DATA PRIVACY POLICY Indian Oil Corporation Limited DATA PRIVACY POLICY 1. INTRODUCTION Indian Oil Corporation Limited is a company incorporated under the laws of India, having its registered office at IndianOil Bhavan, G -9, Ali Yavar Jung Marg, Bandra [East], Mumbai –"
simple_512_ov8,2. To whom does this Privacy Policy apply?,3,0.4226014018058777,Indian Oil Priivacy policy.pdf,"is a deficiency in IOCL’s services to the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initia"
simple_512_ov8,3. Which laws govern IOCL's Privacy Policy?,1,0.6247403621673584,Indian Oil Priivacy policy.pdf,requesting access to Data Subject ’s Information for reviewing or requesting amendment to certain information that Data Subject considers to be incorrect or wrong. IOCL shall process such requests from Data Subject in accordance with applicable law. IOCL shall not be responsible for the authenticity
simple_512_ov8,3. Which laws govern IOCL's Privacy Policy?,2,0.6138449907302856,Indian Oil Priivacy policy.pdf,"IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of IOCL, directly elects to share their Information with IOCL. 7. WHY IOCL COLLECT S DATA SUBJECT ’S INFO"
simple_512_ov8,3. Which laws govern IOCL's Privacy Policy?,3,0.6136476993560791,Indian Oil Priivacy policy.pdf,"is a deficiency in IOCL’s services to the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initia"
simple_512_ov8,4. How does the policy define an “Agent”?,1,0.3664150834083557,Indian Oil Priivacy policy.pdf,"Indian Oil Corporation Limited DATA PRIVACY POLICY Indian Oil Corporation Limited DATA PRIVACY POLICY 1. INTRODUCTION Indian Oil Corporation Limited is a company incorporated under the laws of India, having its registered office at IndianOil Bhavan, G -9, Ali Yavar Jung Marg, Bandra [East], Mumbai –"
simple_512_ov8,4. How does the policy define an “Agent”?,2,0.2518804371356964,Indian Oil Priivacy policy.pdf,"is a deficiency in IOCL’s services to the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initia"
simple_512_ov8,4. How does the policy define an “Agent”?,3,0.22429797053337097,Indian Oil Priivacy policy.pdf,requesting access to Data Subject ’s Information for reviewing or requesting amendment to certain information that Data Subject considers to be incorrect or wrong. IOCL shall process such requests from Data Subject in accordance with applicable law. IOCL shall not be responsible for the authenticity
simple_512_ov8,5. What is the definition of “Data Subject”?,1,0.46273642778396606,Indian Oil Priivacy policy.pdf,"is a deficiency in IOCL’s services to the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initia"
simple_512_ov8,5. What is the definition of “Data Subject”?,2,0.4434264302253723,Indian Oil Priivacy policy.pdf,requesting access to Data Subject ’s Information for reviewing or requesting amendment to certain information that Data Subject considers to be incorrect or wrong. IOCL shall process such requests from Data Subject in accordance with applicable law. IOCL shall not be responsible for the authenticity
simple_512_ov8,5. What is the definition of “Data Subject”?,3,0.38123220205307007,Indian Oil Priivacy policy.pdf,"IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of IOCL, directly elects to share their Information with IOCL. 7. WHY IOCL COLLECT S DATA SUBJECT ’S INFO"
simple_512_ov8,6. What does the policy mean by “Information”?,1,0.5228531956672668,Indian Oil Priivacy policy.pdf,"is a deficiency in IOCL’s services to the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initia"
simple_512_ov8,6. What does the policy mean by “Information”?,2,0.49255073070526123,Indian Oil Priivacy policy.pdf,requesting access to Data Subject ’s Information for reviewing or requesting amendment to certain information that Data Subject considers to be incorrect or wrong. IOCL shall process such requests from Data Subject in accordance with applicable law. IOCL shall not be responsible for the authenticity
simple_512_ov8,6. What does the policy mean by “Information”?,3,0.4548853039741516,Indian Oil Priivacy policy.pdf,"IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of IOCL, directly elects to share their Information with IOCL. 7. WHY IOCL COLLECT S DATA SUBJECT ’S INFO"
simple_512_ov8,7. How does IOCL collect personal information from data subjects?,1,0.7311779856681824,Indian Oil Priivacy policy.pdf,"IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of IOCL, directly elects to share their Information with IOCL. 7. WHY IOCL COLLECT S DATA SUBJECT ’S INFO"
simple_512_ov8,7. How does IOCL collect personal information from data subjects?,2,0.6946986317634583,Indian Oil Priivacy policy.pdf,"is a deficiency in IOCL’s services to the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initia"
simple_512_ov8,7. How does IOCL collect personal information from data subjects?,3,0.6084036827087402,Indian Oil Priivacy policy.pdf,requesting access to Data Subject ’s Information for reviewing or requesting amendment to certain information that Data Subject considers to be incorrect or wrong. IOCL shall process such requests from Data Subject in accordance with applicable law. IOCL shall not be responsible for the authenticity
simple_512_ov8,8. For what purposes does IOCL collect and use personal information?,1,0.7473479509353638,Indian Oil Priivacy policy.pdf,"IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of IOCL, directly elects to share their Information with IOCL. 7. WHY IOCL COLLECT S DATA SUBJECT ’S INFO"
simple_512_ov8,8. For what purposes does IOCL collect and use personal information?,2,0.6893622875213623,Indian Oil Priivacy policy.pdf,"is a deficiency in IOCL’s services to the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initia"
simple_512_ov8,8. For what purposes does IOCL collect and use personal information?,3,0.6105731725692749,Indian Oil Priivacy policy.pdf,requesting access to Data Subject ’s Information for reviewing or requesting amendment to certain information that Data Subject considers to be incorrect or wrong. IOCL shall process such requests from Data Subject in accordance with applicable law. IOCL shall not be responsible for the authenticity
simple_512_ov8,9. When is IOCL allowed to process data without additional consent?,1,0.7480955123901367,Indian Oil Priivacy policy.pdf,"is a deficiency in IOCL’s services to the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initia"
simple_512_ov8,9. When is IOCL allowed to process data without additional consent?,2,0.7308772802352905,Indian Oil Priivacy policy.pdf,requesting access to Data Subject ’s Information for reviewing or requesting amendment to certain information that Data Subject considers to be incorrect or wrong. IOCL shall process such requests from Data Subject in accordance with applicable law. IOCL shall not be responsible for the authenticity
simple_512_ov8,9. When is IOCL allowed to process data without additional consent?,3,0.6432004570960999,Indian Oil Priivacy policy.pdf,"IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of IOCL, directly elects to share their Information with IOCL. 7. WHY IOCL COLLECT S DATA SUBJECT ’S INFO"
simple_512_ov8,10. Under what circumstances will IOCL share personal information with third parties?,1,0.7090609669685364,Indian Oil Priivacy policy.pdf,"IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of IOCL, directly elects to share their Information with IOCL. 7. WHY IOCL COLLECT S DATA SUBJECT ’S INFO"
simple_512_ov8,10. Under what circumstances will IOCL share personal information with third parties?,2,0.700059711933136,Indian Oil Priivacy policy.pdf,"is a deficiency in IOCL’s services to the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initia"
simple_512_ov8,10. Under what circumstances will IOCL share personal information with third parties?,3,0.6131649613380432,Indian Oil Priivacy policy.pdf,requesting access to Data Subject ’s Information for reviewing or requesting amendment to certain information that Data Subject considers to be incorrect or wrong. IOCL shall process such requests from Data Subject in accordance with applicable law. IOCL shall not be responsible for the authenticity
simple_512_ov8,11. Does IOCL disclose information to government agencies? When?,1,0.6342943906784058,Indian Oil Priivacy policy.pdf,"is a deficiency in IOCL’s services to the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initia"
simple_512_ov8,11. Does IOCL disclose information to government agencies? When?,2,0.5801442861557007,Indian Oil Priivacy policy.pdf,requesting access to Data Subject ’s Information for reviewing or requesting amendment to certain information that Data Subject considers to be incorrect or wrong. IOCL shall process such requests from Data Subject in accordance with applicable law. IOCL shall not be responsible for the authenticity
simple_512_ov8,11. Does IOCL disclose information to government agencies? When?,3,0.5672527551651001,Indian Oil Priivacy policy.pdf,"IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of IOCL, directly elects to share their Information with IOCL. 7. WHY IOCL COLLECT S DATA SUBJECT ’S INFO"
simple_512_ov8,12. How does IOCL treat statistical information shared with third parties?,1,0.6652246713638306,Indian Oil Priivacy policy.pdf,"IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of IOCL, directly elects to share their Information with IOCL. 7. WHY IOCL COLLECT S DATA SUBJECT ’S INFO"
simple_512_ov8,12. How does IOCL treat statistical information shared with third parties?,2,0.6619104146957397,Indian Oil Priivacy policy.pdf,"is a deficiency in IOCL’s services to the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initia"
simple_512_ov8,12. How does IOCL treat statistical information shared with third parties?,3,0.5718419551849365,Indian Oil Priivacy policy.pdf,requesting access to Data Subject ’s Information for reviewing or requesting amendment to certain information that Data Subject considers to be incorrect or wrong. IOCL shall process such requests from Data Subject in accordance with applicable law. IOCL shall not be responsible for the authenticity
simple_512_ov8,"13. Does IOCL transfer personal information outside India? If yes, under what conditions?",1,0.6456124782562256,Indian Oil Priivacy policy.pdf,requesting access to Data Subject ’s Information for reviewing or requesting amendment to certain information that Data Subject considers to be incorrect or wrong. IOCL shall process such requests from Data Subject in accordance with applicable law. IOCL shall not be responsible for the authenticity
simple_512_ov8,"13. Does IOCL transfer personal information outside India? If yes, under what conditions?",2,0.5977751612663269,Indian Oil Priivacy policy.pdf,"IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of IOCL, directly elects to share their Information with IOCL. 7. WHY IOCL COLLECT S DATA SUBJECT ’S INFO"
simple_512_ov8,"13. Does IOCL transfer personal information outside India? If yes, under what conditions?",3,0.5902791023254395,Indian Oil Priivacy policy.pdf,"Indian Oil Corporation Limited DATA PRIVACY POLICY Indian Oil Corporation Limited DATA PRIVACY POLICY 1. INTRODUCTION Indian Oil Corporation Limited is a company incorporated under the laws of India, having its registered office at IndianOil Bhavan, G -9, Ali Yavar Jung Marg, Bandra [East], Mumbai –"
simple_512_ov8,14. What safeguards are described for cross-border transfers (if any)?,1,0.25286146998405457,Indian Oil Priivacy policy.pdf,requesting access to Data Subject ’s Information for reviewing or requesting amendment to certain information that Data Subject considers to be incorrect or wrong. IOCL shall process such requests from Data Subject in accordance with applicable law. IOCL shall not be responsible for the authenticity
simple_512_ov8,14. What safeguards are described for cross-border transfers (if any)?,2,0.1893278956413269,Indian Oil Priivacy policy.pdf,"is a deficiency in IOCL’s services to the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initia"
simple_512_ov8,14. What safeguards are described for cross-border transfers (if any)?,3,0.16205160319805145,Indian Oil Priivacy policy.pdf,"Indian Oil Corporation Limited DATA PRIVACY POLICY Indian Oil Corporation Limited DATA PRIVACY POLICY 1. INTRODUCTION Indian Oil Corporation Limited is a company incorporated under the laws of India, having its registered office at IndianOil Bhavan, G -9, Ali Yavar Jung Marg, Bandra [East], Mumbai –"
simple_512_ov8,15. How can a Data Subject give or withdraw consent?,1,0.6248987317085266,Indian Oil Priivacy policy.pdf,requesting access to Data Subject ’s Information for reviewing or requesting amendment to certain information that Data Subject considers to be incorrect or wrong. IOCL shall process such requests from Data Subject in accordance with applicable law. IOCL shall not be responsible for the authenticity
simple_512_ov8,15. How can a Data Subject give or withdraw consent?,2,0.5517033338546753,Indian Oil Priivacy policy.pdf,"is a deficiency in IOCL’s services to the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initia"
simple_512_ov8,15. How can a Data Subject give or withdraw consent?,3,0.3675621747970581,Indian Oil Priivacy policy.pdf,"IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of IOCL, directly elects to share their Information with IOCL. 7. WHY IOCL COLLECT S DATA SUBJECT ’S INFO"
simple_512_ov8,16. What happens if a Data Subject withdraws consent?,1,0.5872467756271362,Indian Oil Priivacy policy.pdf,requesting access to Data Subject ’s Information for reviewing or requesting amendment to certain information that Data Subject considers to be incorrect or wrong. IOCL shall process such requests from Data Subject in accordance with applicable law. IOCL shall not be responsible for the authenticity
simple_512_ov8,16. What happens if a Data Subject withdraws consent?,2,0.4877561330795288,Indian Oil Priivacy policy.pdf,"is a deficiency in IOCL’s services to the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initia"
simple_512_ov8,16. What happens if a Data Subject withdraws consent?,3,0.28394103050231934,Indian Oil Priivacy policy.pdf,"IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of IOCL, directly elects to share their Information with IOCL. 7. WHY IOCL COLLECT S DATA SUBJECT ’S INFO"
simple_512_ov8,17. What data security practices does IOCL claim to implement?,1,0.6838459968566895,Indian Oil Priivacy policy.pdf,"is a deficiency in IOCL’s services to the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initia"
simple_512_ov8,17. What data security practices does IOCL claim to implement?,2,0.6473561525344849,Indian Oil Priivacy policy.pdf,requesting access to Data Subject ’s Information for reviewing or requesting amendment to certain information that Data Subject considers to be incorrect or wrong. IOCL shall process such requests from Data Subject in accordance with applicable law. IOCL shall not be responsible for the authenticity
simple_512_ov8,17. What data security practices does IOCL claim to implement?,3,0.6414923667907715,Indian Oil Priivacy policy.pdf,"IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of IOCL, directly elects to share their Information with IOCL. 7. WHY IOCL COLLECT S DATA SUBJECT ’S INFO"
simple_512_ov8,18. How long does IOCL retain personal information?,1,0.5701864361763,Indian Oil Priivacy policy.pdf,requesting access to Data Subject ’s Information for reviewing or requesting amendment to certain information that Data Subject considers to be incorrect or wrong. IOCL shall process such requests from Data Subject in accordance with applicable law. IOCL shall not be responsible for the authenticity
simple_512_ov8,18. How long does IOCL retain personal information?,2,0.5635973811149597,Indian Oil Priivacy policy.pdf,"is a deficiency in IOCL’s services to the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initia"
simple_512_ov8,18. How long does IOCL retain personal information?,3,0.5596784353256226,Indian Oil Priivacy policy.pdf,"IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of IOCL, directly elects to share their Information with IOCL. 7. WHY IOCL COLLECT S DATA SUBJECT ’S INFO"
simple_512_ov8,19. Under what circumstances will IOCL anonymize data?,1,0.646077036857605,Indian Oil Priivacy policy.pdf,requesting access to Data Subject ’s Information for reviewing or requesting amendment to certain information that Data Subject considers to be incorrect or wrong. IOCL shall process such requests from Data Subject in accordance with applicable law. IOCL shall not be responsible for the authenticity
simple_512_ov8,19. Under what circumstances will IOCL anonymize data?,2,0.6361404061317444,Indian Oil Priivacy policy.pdf,"IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of IOCL, directly elects to share their Information with IOCL. 7. WHY IOCL COLLECT S DATA SUBJECT ’S INFO"
simple_512_ov8,19. Under what circumstances will IOCL anonymize data?,3,0.6351117491722107,Indian Oil Priivacy policy.pdf,"is a deficiency in IOCL’s services to the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initia"
simple_512_ov8,20. How can a Data Subject request access or correction of their information?,1,0.6288467645645142,Indian Oil Priivacy policy.pdf,requesting access to Data Subject ’s Information for reviewing or requesting amendment to certain information that Data Subject considers to be incorrect or wrong. IOCL shall process such requests from Data Subject in accordance with applicable law. IOCL shall not be responsible for the authenticity
simple_512_ov8,20. How can a Data Subject request access or correction of their information?,2,0.5675644874572754,Indian Oil Priivacy policy.pdf,"is a deficiency in IOCL’s services to the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initia"
simple_512_ov8,20. How can a Data Subject request access or correction of their information?,3,0.4729136824607849,Indian Oil Priivacy policy.pdf,"IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of IOCL, directly elects to share their Information with IOCL. 7. WHY IOCL COLLECT S DATA SUBJECT ’S INFO"
simple_512_ov8,21. What is IOCL’s process for reviewing and amending user information?,1,0.5909318923950195,Indian Oil Priivacy policy.pdf,requesting access to Data Subject ’s Information for reviewing or requesting amendment to certain information that Data Subject considers to be incorrect or wrong. IOCL shall process such requests from Data Subject in accordance with applicable law. IOCL shall not be responsible for the authenticity
simple_512_ov8,21. What is IOCL’s process for reviewing and amending user information?,2,0.5639333724975586,Indian Oil Priivacy policy.pdf,"is a deficiency in IOCL’s services to the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initia"
simple_512_ov8,21. What is IOCL’s process for reviewing and amending user information?,3,0.5442976951599121,Indian Oil Priivacy policy.pdf,"IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of IOCL, directly elects to share their Information with IOCL. 7. WHY IOCL COLLECT S DATA SUBJECT ’S INFO"
simple_512_ov8,22. How does the policy address processing of employee information?,1,0.44403165578842163,Indian Oil Priivacy policy.pdf,requesting access to Data Subject ’s Information for reviewing or requesting amendment to certain information that Data Subject considers to be incorrect or wrong. IOCL shall process such requests from Data Subject in accordance with applicable law. IOCL shall not be responsible for the authenticity
simple_512_ov8,22. How does the policy address processing of employee information?,2,0.39905086159706116,Indian Oil Priivacy policy.pdf,"is a deficiency in IOCL’s services to the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initia"
simple_512_ov8,22. How does the policy address processing of employee information?,3,0.36207348108291626,Indian Oil Priivacy policy.pdf,"IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of IOCL, directly elects to share their Information with IOCL. 7. WHY IOCL COLLECT S DATA SUBJECT ’S INFO"
simple_512_ov8,23. What are the consequences if the Data Subject fails to provide required information?,1,0.5885498523712158,Indian Oil Priivacy policy.pdf,"is a deficiency in IOCL’s services to the Data Subject due to Data Subject’s failure to provide such Information. IOCL and/or its Agents, employees, directors, associates, etc. shall be indemnified by the Data Subject and held harmless from any complaints, legal proceedings or claims filed or initia"
simple_512_ov8,23. What are the consequences if the Data Subject fails to provide required information?,2,0.5784615278244019,Indian Oil Priivacy policy.pdf,requesting access to Data Subject ’s Information for reviewing or requesting amendment to certain information that Data Subject considers to be incorrect or wrong. IOCL shall process such requests from Data Subject in accordance with applicable law. IOCL shall not be responsible for the authenticity
simple_512_ov8,23. What are the consequences if the Data Subject fails to provide required information?,3,0.41714006662368774,Indian Oil Priivacy policy.pdf,"IOCL’s mobile applications or visits any of the websites owned by IOCL and/or creates an account on the mobile applications or the website s. (d) when Data Subject, which also includes employees of IOCL, directly elects to share their Information with IOCL. 7. WHY IOCL COLLECT S DATA SUBJECT ’S INFO"
